OBJECTID,COD_SIG,COD_SIG_ESTACIONAMENTO,MORADA,MORADA_DETALHE,FREGUESIA,LOCALIZACAO,TIPO_ESTACIONAMENTO,MODELO,NUM_SUPORTES,CAPACIDADE,COBERTO,BALIZADORES,DOMINIALIDADE,ESTACIONAMENTO_ESTADO,EQUIPAMENTO_SERVIDO,FONTE_LEVANTAMENTO,DATA_INSTALACAO,OBS,GlobalID,x,y
16055,1565,1565,Estrada de Telheiras,"Na saída metro de Telheiras, junto a muro do lado esquerdo (de quem saí) a seguir ao poste",Lumiar,Via,HOTSPOT,Sheffield standard,2,9,Não,,Público,Partilhado com Micromobilidade,Estação Metro,DEPM,10/22/2021 12:00:00 AM,,288f91ee-1717-4464-85dd-b0d3cae80d56,-1020456.16256929,4687323.28831618
16056,1566,1566,Rua Castilho,"Cruzamento com Rua Dom Francisco Manuel de Melo, no espaço via a seguir separador central",Avenidas Novas,Via,HOTSPOT,Sheffield standard,2,9,Não,,Público,Partilhado com Micromobilidade,,DEPM,10/22/2021 12:00:00 AM,,15cfab0e-2f19-430e-994e-36d33b5562dc,-1019399.21994444,4682953.83086477
16057,1640,1640,"Rua Eugénio de Castro, Escola","Escola Básica Santo António, no interior",Alvalade,Passeio,BICICLETA,Sheffield standard,7,14,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 1 ciclo,DEPM,12/6/2021 12:00:00 AM,,a19ba9d2-214a-46ff-9c7b-1fabc9583186,-1018280.60776703,4686564.66821401
16058,1641,1641,"Rua Abel Salazar, 31","Escola Básica Lumiar, no exterior, do lado direito da escadaria",Lumiar,Passeio,BICICLETA,Sheffield standard,2,4,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 1 ciclo,DEPM,12/10/2021 12:00:00 AM,,57fb58e1-6fbd-4ea8-bceb-044b25b32f7b,-1020571.8697544,4688425.49365155
16059,1642,1642,"Rua Prof. Arsénio Nunes, Escola","Escola E.B. 2,3 do Bairro Padre Cruz, no interior, na lateral junto à entrada do edifício",Carnide,Passeio,BICICLETA,Sheffield standard,8,16,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 2 e 3 ciclo,DEPM,12/14/2021 12:00:00 AM,,f84806d8-935f-47a1-9505-2a9b56e89d27,-1023481.73958966,4688544.6530881
16060,1643,1643,"Rua Maria Amália Vaz de Carvalho, Escola","Escola Secundária Rainha Dona Leonor, no interior debaixo das escadas em frente à portaria",Alvalade,Passeio,BICICLETA,Sheffield standard,4,8,Sim,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 3 ciclo,DEPM,12/6/2021 12:00:00 AM,,e7edaa98-db94-4327-ad07-43d61bdbd3c6,-1017660.29666887,4686092.51020297
16061,1644,1644,"Largo do Ministro, 9","Academia de Música de Santa Cecília, no interior, dentro da garagem",Santa Clara,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,8,16,Sim,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola Profissional,DEPM,12/9/2021 12:00:00 AM,,049e3233-6c89-420b-a579-7c0750bc837d,-1019584.74324262,4690518.75628217
16062,1645,1645,"Largo do Poço, 6","Escola Técnica Psicossocial de Lisboa,no interior,  junto à parede lateral após entrada",Lumiar,Passeio,BICICLETA,Sheffield standard,6,12,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola Profissional,DEPM,12/14/2021 12:00:00 AM,,c009a5e6-9a6b-4a6c-8bf3-751c7c1b789a,-1020514.33381483,4687302.2258868
16063,1646,1646,"Avenida Santa Joana Princesa, 13","Externato Luso-Britânico, no exterior, entre árvores no passeio, próximo da entrada",Alvalade,Passeio,BICICLETA,Sheffield standard,4,8,Não,,Público,Partilhado com Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,12/3/2021 12:00:00 AM,,cf0ce304-63b7-48e3-aabc-55ffd8e74d85,-1017146.82759193,4686464.01504647
16064,1647,1647,"Rua Alexandre de Sá Pinto, 26","Centro de Educação e Desenvolvimento D. Nuno Álvares (Casa Pia), no interior. 1º lugar de estacionamento após a portaria",Belém,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,1,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,12/23/2021 12:00:00 AM,,254fc0df-ef28-431e-b7f1-9c7379dc6226,-1023603.1543751,4678539.19430436
16065,1648,1648,"Praça de Malaca, 3","Externato A Torre, no interior, na rampa de acesso junto à parede ",Belém,Via,BICICLETA,Sheffield standard,5,10,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,12/22/2021 12:00:00 AM,,25af28ab-64d2-40f8-a849-d6f53c8df99f,-1025281.6115752,4678700.85239199
16066,1649,1649,"Rua Gilberto Freyre, Escola","Escola Básica e JI Bairro do Armador, no interior",Marvila,Passeio,BICICLETA,Sheffield standard,5,10,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola JI e 1 ciclo,DEPM,12/9/2021 12:00:00 AM,,984e94fc-9db7-4830-ac3b-34ef66eb31c3,-1015375.21864221,4685119.22717651
16067,1650,1650,"Azinhaga da Bela Vista, 2B-2C","Colégio Valsassina, no interior",Marvila,Via,BICICLETA,Sheffield standard,5,10,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,12/8/2021 12:00:00 AM,,d7cbd60d-b7c8-410e-98d0-ff712888e56b,-1015879.68629382,4686737.86080625
16068,1651,1651,"Rua Corsário das Ilhas, 4-4B","Externato João XXIII, no interior, em passeio junto a recorte de estacionamento automóvel",Parque das Nações,Passeio,BICICLETA,Sheffield standard,5,10,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,12/2/2021 12:00:00 AM,,cdd249d3-e798-43c7-b5f9-53d6d720e3e3,-1012817.89561903,4687175.82985497
16069,1652,1652,Rua Madre de Deus,"Centro de Educação e Desenvolvimento D. Maria Pia (Casa Pia), no interior, do lado esquerdo após entrada",Penha de França,Passeio,BICICLETA,Sheffield standard,5,10,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,12/10/2021 12:00:00 AM,,062d0e72-3d44-4cb4-af4a-5e032849442d,-1014712.63694142,4682097.88338924
16070,1653,1653,"Rua da Verónica, Escola","Escola Básica e Secundária Gil Vicente, no interior, por baixo da rampa",São Vicente,Passeio,BICICLETA,Sheffield standard,3,6,Sim,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 2 e 3 ciclo,DEPM,12/13/2021 12:00:00 AM,,aa7d591a-8c3d-4e05-b3be-1cb777a08d5c,-1016158.97621429,4681113.65989522
16071,1654,1654,"Rua Abel Salazar, 31","Escola Básica Lumiar, no exterior, do lado esquerdo da escadaria",Lumiar,Passeio,BICICLETA,Sheffield standard,2,4,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 1 ciclo,DEPM,12/10/2021 12:00:00 AM,,d86c0976-b472-48f0-84c9-0afe98987ae5,-1020575.88276629,4688432.4798145
16072,1655,1655,"Largo Frederico Valsassina, 2A","Colégio Valsassina, do lado direito do portão de entrada",Marvila,Passeio,BICICLETA,Sheffield standard,6,12,Não,,Público,Partilhado com Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,12/9/2021 12:00:00 AM,,a355a705-93d2-48ae-a291-c972227f6415,-1015903.07856985,4686716.78680949
16073,1656,1656,"Avenida Marechal Craveiro Lopes, 1","Colégio de Santa Doroteia, no interior, após portão entrada e antes zona caixotes resíduos",Lumiar,Via,BICICLETA,Sheffield standard,7,14,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,12/9/2021 12:00:00 AM,,34dcf9c2-a6ec-4cad-a4f5-e1a82948f1be,-1019024.09653751,4687401.90569648
16074,1657,1657,"Rua da Verónica, Escola","Escola Básica e Secundária Gil Vicente, no interior, próximo da zona de entrada no piso inferior",São Vicente,Passeio,BICICLETA,Sheffield standard,4,8,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 2 e 3 ciclo,DEPM,12/13/2021 12:00:00 AM,,90bc2ee5-3601-45a8-aff1-7fe2d5bedcdb,-1016143.56382164,4681094.20703412
16075,1658,1658,Rua Madre de Deus,"Centro de Educação e Desenvolvimento D. Maria Pia (Casa Pia), no interior, do lado direito após entrada",Penha de França,Passeio,BICICLETA,Sheffield standard,5,10,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,12/10/2021 12:00:00 AM,,2c5bb621-1753-46c1-b445-4a408ddbcbf6,-1014683.03780681,4682094.83540861
16076,1659,1659,Rua Armindo Rodrigues,"Colégio Planalto, no interior, debaixo telheiro para estacionamento de bicicletas",Lumiar,Passeio,BICICLETA,Sheffield standard,11,22,Sim,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,12/23/2021 12:00:00 AM,,2e0488f6-c77a-4a0e-b854-490a5a465cce,-1020416.09929978,4688507.88545304
16077,1660,1660,"Avenida Almirante Gago Coutinho, 82","Colégio Saint Daniel Brottier, no interior, debaixo de cobertura atrás da portaria ",Alvalade,Passeio,BICICLETA,Sheffield standard,3,6,Sim,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,12/7/2021 12:00:00 AM,,09437a8c-9d4a-4ed1-8075-11f350942a5e,-1016396.15660165,4686142.75526265
16078,1661,1661,"Estrada de Telheiras, 113","Colégio Mira Rio, no interior, próximo da entrada das traseiras",Lumiar,Passeio,BICICLETA,Sheffield standard,3,6,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,12/10/2021 12:00:00 AM,,bd8d17e5-c694-4638-9134-c96b50639edd,-1020182.57743311,4687223.97541537
16079,1662,1662,"Estrada de Benfica, 535","Escola Básica Pedro de Santarém, no interior",Benfica,Passeio,BICICLETA,Sheffield standard,3,6,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 1 ciclo,DEPM,12/16/2021 12:00:00 AM,,ec2c4e38-37e1-4c5e-9b6b-0a106d5559d3,-1023555.65698398,4685874.0953969
16080,1663,1663,"Estrada de Benfica, 535","Escola Básica Pedro de Santarém, no interior",Benfica,Passeio,BICICLETA,Sheffield standard,3,6,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 1 ciclo,DEPM,12/17/2021 12:00:00 AM,,45ebcd5a-c402-4e1b-bdae-01f248ef1d77,-1023547.76124908,4685872.48643031
16081,1664,1664,"Campo de Santa Clara, Mercado","Feira da Ladra (Campo de Santa Clara), canto sudoeste do mercado",São Vicente,Passeio,BICICLETA,Sheffield standard,3,6,Não,0,Público,Partilhado com Micromobilidade,Equipamento Comercial - Mercado,Junta Freguesia,1/28/2022 12:00:00 AM,,053d8a85-e01b-483a-bfbe-6e4a2902044a,-1015882.10297066,4680975.94451346
16082,1665,1665,Campo de Santa Clara,"Jardim Botto Machado, entre caldeira e caixote do lixo à esquerda após entrada poente do jardim",São Vicente,Passeio,BICICLETA,Sheffield standard,2,4,Não,0,Privado,Interdito Micromobilidade,Equipamento Lazer - Jardim,Junta Freguesia,1/28/2022 12:00:00 AM,,06c4db03-acba-416b-91ff-e0b942f4c2c3,-1015785.74689721,4681050.59492009
16083,1666,1666,Campo de Santa Clara,Jardim Botto Machado,São Vicente,Passeio,BICICLETA,Sheffield standard,2,4,Não,0,Privado,Interdito Micromobilidade,Equipamento Lazer - Jardim,Junta Freguesia,1/28/2022 12:00:00 AM,,baeec8a4-720b-41d8-9308-4ab02cc7af17,-1015723.19160267,4681074.89355106
16084,1667,1667,Campus de Campolide,"Faculdade de Economia da Universidade Nova de Lisboa, no interior do campus de Campolide, próximo do edifício da Fac. Econ. e I.S.E.G.I.",Campolide,Passeio,BICICLETA,Sheffield standard,25,50,Não,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Superior,DEPM,,,bbdeb757-f069-4eae-83a4-012e4ed2309d,-1019660.38782279,4683508.49236832
16085,1668,1668,"Rua de Campolide, 28",Junto vedação,Campolide,Passeio,BICICLETA,Sheffield estilizado,1,5,Não,0,Público,Partilhado com Micromobilidade,Equipamento Lazer - Parque Infantil,DEPM,,,53640840-5316-4c9f-9046-d29ae2ac322d,-1019928.08387941,4682530.42658242
16086,1669,1669,"Tapada das Necessidades, Escola","EB1/JI Fernanda de Castro, no interior, no pátio na lateral após a entrada",Estrela,Passeio,BICICLETA,Sheffield standard,4,8,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 1 ciclo,DEPM,2/2/2022 12:00:00 AM,,032ca545-0102-45f1-b7fd-2c9e5c0df90e,-1020918.56799494,4680074.57435702
16087,1670,1670,"Rua Prista Monteiro, Escola","Escola Básica Prista Monteiro, junto ao portão de entrada pela Rua da Horta Nova",Carnide,Passeio,BICICLETA,Sheffield standard,3,6,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 1 ciclo,DEPM,2/2/2022 12:00:00 AM,,f0259683-6354-4d84-a852-5b6d70075c40,-1022129.81813918,4688188.28315443
16088,1671,1671,"Rua Maria Brown, 1 ","Escola Básica Luz-Carnide, junto à parede traseira do edifício da portaria",Carnide,Passeio,BICICLETA,Sheffield standard,3,6,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 1 ciclo,DEPM,1/31/2022 12:00:00 AM,,7779f87b-8779-4896-91cd-4daad0f2ddea,-1022630.15950692,4687301.33803381
16089,1672,1672,"Rua Dom Luís da Cunha, Escola","Escola Básica D. Luís da Cunha, no pátio interior em frente ao acesso cantina",Alvalade,Passeio,BICICLETA,Sheffield standard,8,16,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 1 ciclo,DEPM,2/1/2022 12:00:00 AM,,8c3e101b-77ef-405d-abed-bf9fca15caa4,-1020517.57276736,4686832.29715353
16090,1673,1673,"Rua Luís de Freitas Branco, Escola","Escola Básica Quinta dos Frades, interior junto canteiro",Lumiar,Passeio,BICICLETA,Sheffield standard,5,10,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 1 ciclo,DEPM,1/17/2022 12:00:00 AM,,9df88ab5-88d0-4632-9a9e-99810789f239,-1019964.86791949,4688927.94520565
16091,1674,1674,"Rua Mário Sampaio Ribeiro, Escola","Escola Básica 2,3 Prof. Lindley Cintra, lateral da portaria",Lumiar,Passeio,BICICLETA,Sheffield standard,5,10,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 2 e 3 ciclo,DEPM,1/17/2022 12:00:00 AM,,b964212d-c39c-4998-8fc3-dd6bfd837132,-1020002.46966146,4688633.01589383
16092,1675,1675,"Rua Mário Sampaio Ribeiro, Escola","Escola Secundária do Lumiar, após portão entrada",Lumiar,Via,BICICLETA,Sheffield standard,4,8,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 3 ciclo e Secund.,DEPM,1/17/2022 12:00:00 AM,,f26d1813-2955-4394-bb32-cc712bbdf7ef,-1019891.50949947,4688719.99876029
16093,1676,1676,"Rua Prof. Mário Chicó, Escola","Escola Básica Telheiras, no interior",Lumiar,Passeio,BICICLETA,Sheffield standard,9,18,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 2 e 3 ciclo,DEPM,2/2/2022 12:00:00 AM,,312f53a8-faf7-4448-bd10-4ecde4c677e3,-1020615.59685105,4687708.75826423
16094,1677,1677,"Rua Rodrigo da Fonseca, Escola","Escola Secundária Maria Amália Vaz de Carvalho, dentro do parque de estacionamento automóvel",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,2,4,Sim,2,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Secundário,DEPM,2/4/2022 12:00:00 AM,,575127d9-e8b9-4876-b2e1-78d452f41b13,-1019355.94869152,4682599.75890052
16095,1678,1678,"Rua Professor Mira Fernandes, Escola","Escola EB 2,3 das Olaias, no interior",Beato,Passeio,BICICLETA,Sheffield standard,5,10,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 2 e 3 ciclo,DEPM,1/27/2022 12:00:00 AM,,7b718714-dd3e-4e3a-9535-1934f3c62f2a,-1015364.45978921,4684426.32816242
16096,1679,1679,"Rua Dom Francisco de Almeida, 1","Centro de Educação e Desenvolvimento Jacob Rodrigues Pereira (Casa Pia), ao lado da rampa de acesso",Belém,Via,BICICLETA,Sheffield standard,7,14,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino,DEPM,1/13/2022 12:00:00 AM,,68dae36e-04c6-4605-a948-5ed9c91cd0e4,-1025229.33529159,4678600.9949256
16097,1680,1680,"Rua Bartolomeu Dias, 53",Colégio do Bom Sucesso junto ao canteiro lateral após portão entrada,Belém,Via,BICICLETA,Sheffield standard,4,8,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,1/13/2022 12:00:00 AM,,1d9881f6-360b-4674-8718-f02d8b65a9bc,-1025446.38318433,4678071.00248133
16098,1681,1681,"Rua Direita ao Lumiar, 9","Real Colégio de Portugal, no pátio ",Lumiar,Passeio,BICICLETA,Sheffield standard,2,4,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,1/14/2022 12:00:00 AM,,cfdf8943-5484-41fd-a521-23973da93abb,-1021039.04862672,4689218.37927942
16099,1682,1682,"Rua Dom Luís I, Escola","Escola Técnica de Imagem e Comunicação (ETIC), no pátio interior junto escadas acesso espaço Atmosferas",Misericórdia,Via,BICICLETA,Sheffield standard,5,10,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola Profissional,DEPM,1/18/2022 12:00:00 AM,,9595ff88-3598-4c91-9eb9-b21a4f242789,-1018543.82110676,4680009.74310441
16100,1683,1683,Rua Prof. Fernando de Mello Moser,Real Colégio de Portugal junto ao canteiro,Lumiar,Passeio,BICICLETA,Sheffield standard,6,12,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,2/14/2022 12:00:00 AM,,d691b62f-9f2c-4388-a0d9-143fdfe853f4,-1020818.57276914,4689269.39490072
16101,1684,1684,Rua Prof. Fernando de Mello Moser,Real Colégio de Portugal junto à portaria,Lumiar,Passeio,BICICLETA,Sheffield standard,4,8,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,2/14/2022 12:00:00 AM,,8e4f7cf1-bd2b-4087-8cfc-b47d9f13a5fe,-1020822.31889254,4689264.99635773
16102,1685,1685,"Avenida Almirante Gago Coutinho, 141","Colégio N'avozinha, no interior ",Alvalade,Passeio,BICICLETA,Sheffield standard,2,4,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,1/31/2022 12:00:00 AM,,fc6877db-5cfe-419e-81f9-2c0939204c5a,-1016373.83773991,4687289.54253082
16103,1686,1686,"Travessa de Francisco Resende, 59","Externato Infantil e Primário O Beiral, no interior",Benfica,Passeio,BICICLETA,Sheffield standard,8,16,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,1/31/2022 12:00:00 AM,,dcf33c62-76ad-4085-99e2-6b1b2cf86492,-1023712.60535728,4684859.10153767
16105,1688,1688,"Rua Major Neutel de Abreu, 11","Externato Marista de Lisboa, no interior",São Domingos de Benfica,Passeio,BICICLETA,Sheffield standard,8,16,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Privado,DEPM,1/18/2022 12:00:00 AM,,350debe1-fa73-4e13-9113-53be5e8fee41,-1022057.76764782,4685548.2213034
16106,1689,1689,Rua Alexandre de Sá Pinto,"ESMarquês de Pombal na entrada principal, junto às escadas do edifício do lado direito de quem entra, após o edifício do segurança.",Belém,Passeio,BICICLETA,Sheffield standard,4,8,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 2 e 3 ciclo,DEPM,1/13/2022 12:00:00 AM,,eb6c2c90-5939-4b92-a3f4-d49e56c125d0,-1023684.23968174,4678809.89635975
16107,1690,1690,"Rua Matateu, Escola","Conservatório, na entrada do primeiro edifício ao fundo da rampa de entrada",Belém,Passeio,BICICLETA,Sheffield standard,3,6,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 2 e 3 ciclo,DEPM,1/28/2022 12:00:00 AM,,67e999cc-700b-4473-bc3a-baae3b5dc7be,-1023560.39817535,4678901.39295177
16108,1691,1691,Rua Alexandre de Sá Pinto,"ESMarquês de Pombal, junto edifício futuras oficinas",Belém,Passeio,BICICLETA,Sheffield standard,4,8,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 2 e 3 ciclo,DEPM,1/28/2022 12:00:00 AM,,3accded0-5851-44a8-a62a-9d444312a40b,-1023408.22176824,4678749.93506602
16109,1692,1692,"Avenida Engenheiro Duarte Pacheco, 32",Lycée Français Charles Lepièrre no interior,Campolide,Passeio,BICICLETA,Sheffield standard,10,20,Não,,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 2 e 3 ciclo,DEPM,1/25/2022 12:00:00 AM,,0beaf003-be8a-4f2d-ac2e-3b4ebde79722,-1020059.9962351,4682235.41900703
16110,1693,1693,Rua Afonso Lopes Vieira,"Na empena do edifício da Avenida da Igreja, 64",Alvalade,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,,Público,Partilhado com Micromobilidade,,DEPM,,,fa457fb0-a665-445e-a6a3-3deed120b8aa,-1018382.43875379,4686188.44544848
16111,1694,1694,"Avenida do Brasil, 101","LNEC, em frente ao edifício principal",Alvalade,Lugar estacionamento automóvel,BICICLETA,Entorta rodas,1,5,Não,0,Privado,Interdito Micromobilidade,Equipamento Investigação - Instituto,DEPM,,,958b297d-b899-421b-a21b-38dd5dea9381,-1017542.07260189,4687167.01566461
16112,1695,1695,"Avenida do Brasil, 101","LNEC, próximo edifício da Informática",Alvalade,Passeio,BICICLETA,Sheffield standard,4,8,Não,0,Privado,Interdito Micromobilidade,Equipamento Investigação - Instituto,DEPM,,,9e802f90-20a6-4abd-8800-4d13a02232d2,-1017708.21184922,4687236.31832681
16113,1696,1696,"Jardim Prof. António de Sousa Franco, 1-1C",,Lumiar,Passeio,BICICLETA,Entorta rodas,1,5,Não,0,Público,Partilhado com Micromobilidade,Equipamento Lazer - Jardim,DEPM,,,9aeb8182-110a-4b41-9838-e8f84087a40c,-1020430.33294444,4687401.4870822
16114,1697,1697,"Rua Cidade de Bolama, 20","À entrada do LIDL, do lado esquerdo da porta, encostados às escadas",Olivais,Passeio,BICICLETA,Sheffield estilizado,4,8,Não,0,Público,Partilhado com Micromobilidade,Equipamento Comercial - Supermercado,DEPM,5/27/2021 12:00:00 AM,,758210e3-5e02-4c51-8e9d-6cf5a822a68a,-1014871.63085338,4687720.46272686
